"path_specification","scenario_id","replication","n","p","dimension","correlation","representation","scheme","p_representation","glmnet_requested_lambda_points","glmnet_returned_lambda_points","glmnet_requested_lambda_min_ratio","glmnet_requested_lambda_max","glmnet_requested_lambda_min","glmnet_returned_lambda_max","glmnet_returned_lambda_min","glmnet_returned_lambda_min_ratio","glmnet_thresh","glmnet_maxit","glmnet_disable_early_stopping","glmnet_fdev","glmnet_devmax","glmnet_mnlam","glmnet_dfmax","glmnet_pmax","glmnet_type_gaussian","glmnet_control_interface","glmnet_jerr","glmnet_first_lambda_active_features","glmnet_last_lambda_active_features","glmnet_complete_requested_grid"
"primary_controlled",1,3,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.20493109229114,0.0120493109229114,1.20493109229114,0.0120493109229114,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,3,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.20587909100379,0.0120587909100379,1.20587909100379,0.0120587909100379,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,37,TRUE
"primary_controlled",1,3,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.1575633569058,0.011575633569058,1.1575633569058,0.011575633569058,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,66,TRUE
"primary_controlled",1,3,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.07269243642738,0.0107269243642738,1.07269243642738,0.0107269243642738,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,92,TRUE
"primary_controlled",1,3,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.11439524545678,0.0111439524545678,1.11439524545678,0.0111439524545678,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,78,TRUE
"primary_controlled",1,4,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.32474132476342,0.0132474132476342,1.32474132476342,0.0132474132476342,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,4,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.23842287432337,0.0123842287432337,1.23842287432337,0.0123842287432337,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,38,TRUE
"primary_controlled",1,4,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.15277268324961,0.0115277268324961,1.15277268324961,0.0115277268324961,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,64,TRUE
"primary_controlled",1,4,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,0.921694178203387,0.00921694178203387,0.921694178203387,0.00921694178203387,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,94,TRUE
"primary_controlled",1,4,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,0.877452314507216,0.00877452314507216,0.877452314507216,0.00877452314507216,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,71,TRUE
"primary_controlled",1,5,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.53615383782963,0.0153615383782963,1.53615383782963,0.0153615383782963,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,5,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.69981484421998,0.0169981484421998,1.69981484421998,0.0169981484421998,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,34,TRUE
"primary_controlled",1,5,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.65834945049665,0.0165834945049665,1.65834945049665,0.0165834945049665,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,64,TRUE
"primary_controlled",1,5,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.53207534326084,0.0153207534326084,1.53207534326084,0.0153207534326084,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,88,TRUE
"primary_controlled",1,5,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.30024407495443,0.0130024407495443,1.30024407495443,0.0130024407495443,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,68,TRUE
"primary_controlled",1,6,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.32998111610621,0.0132998111610621,1.32998111610621,0.0132998111610621,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,18,TRUE
"primary_controlled",1,6,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.30478353775535,0.0130478353775535,1.30478353775535,0.0130478353775535,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,36,TRUE
"primary_controlled",1,6,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.23775926815088,0.0123775926815089,1.23775926815088,0.0123775926815089,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,61,TRUE
"primary_controlled",1,6,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.19600695537621,0.0119600695537621,1.19600695537621,0.0119600695537621,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,89,TRUE
"primary_controlled",1,6,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.13240871769721,0.0113240871769721,1.13240871769721,0.0113240871769721,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,67,TRUE
"primary_controlled",1,7,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.24705346666838,0.0124705346666838,1.24705346666838,0.0124705346666838,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,20,TRUE
"primary_controlled",1,7,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.09217776343963,0.0109217776343963,1.09217776343963,0.0109217776343963,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,38,TRUE
"primary_controlled",1,7,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.01115221724374,0.0101115221724374,1.01115221724374,0.0101115221724374,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,70,TRUE
"primary_controlled",1,7,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,0.834098523346154,0.00834098523346154,0.834098523346154,0.00834098523346154,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,97,TRUE
"primary_controlled",1,7,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,0.902579635332596,0.00902579635332596,0.902579635332596,0.00902579635332596,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,73,TRUE
"primary_controlled",1,8,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.57053766669432,0.0157053766669432,1.57053766669432,0.0157053766669432,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,8,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.33923446794177,0.0133923446794177,1.33923446794177,0.0133923446794177,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,39,TRUE
"primary_controlled",1,8,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.20985243951743,0.0120985243951743,1.20985243951743,0.0120985243951743,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,70,TRUE
"primary_controlled",1,8,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.14882915335951,0.0114882915335951,1.14882915335951,0.0114882915335951,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,94,TRUE
"primary_controlled",1,8,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.09511523956231,0.0109511523956231,1.09511523956231,0.0109511523956231,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,71,TRUE
"primary_controlled",1,9,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.162677274053,0.01162677274053,1.162677274053,0.01162677274053,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,18,TRUE
"primary_controlled",1,9,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.0313102451934,0.010313102451934,1.0313102451934,0.010313102451934,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,36,TRUE
"primary_controlled",1,9,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.04774117750264,0.0104774117750264,1.04774117750264,0.0104774117750264,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,67,TRUE
"primary_controlled",1,9,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,0.957332332577751,0.00957332332577752,0.957332332577751,0.00957332332577752,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,90,TRUE
"primary_controlled",1,9,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,0.859304765119509,0.00859304765119509,0.859304765119509,0.00859304765119509,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,71,TRUE
"primary_controlled",1,10,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.67831022937783,0.0167831022937783,1.67831022937783,0.0167831022937783,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,17,TRUE
"primary_controlled",1,10,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.59036049422737,0.0159036049422737,1.59036049422737,0.0159036049422737,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,36,TRUE
"primary_controlled",1,10,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.39151580602372,0.0139151580602372,1.39151580602372,0.0139151580602372,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,67,TRUE
"primary_controlled",1,10,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.06148966398941,0.0106148966398941,1.06148966398941,0.0106148966398941,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,89,TRUE
"primary_controlled",1,10,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.06456981513886,0.0106456981513886,1.06456981513886,0.0106456981513886,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,72,TRUE
"primary_controlled",1,11,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.3779870831089,0.013779870831089,1.3779870831089,0.013779870831089,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,11,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.32856148058486,0.0132856148058486,1.32856148058486,0.0132856148058486,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,36,TRUE
"primary_controlled",1,11,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.09190910757867,0.0109190910757867,1.09190910757867,0.0109190910757867,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,69,TRUE
"primary_controlled",1,11,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.0167815915063,0.010167815915063,1.0167815915063,0.010167815915063,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,94,TRUE
"primary_controlled",1,11,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.03852550722411,0.0103852550722411,1.03852550722411,0.0103852550722411,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,70,TRUE
"primary_controlled",1,12,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.48271307013006,0.0148271307013006,1.48271307013006,0.0148271307013006,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,12,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.27570967111881,0.0127570967111881,1.27570967111881,0.0127570967111881,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,38,TRUE
"primary_controlled",1,12,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.18661984258268,0.0118661984258268,1.18661984258268,0.0118661984258268,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,65,TRUE
"primary_controlled",1,12,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,0.928955522232791,0.00928955522232792,0.928955522232792,0.00928955522232792,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,98,TRUE
"primary_controlled",1,12,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.29055253904948,0.0129055253904948,1.29055253904948,0.0129055253904948,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,71,TRUE
"primary_controlled",1,13,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,0.946458915990309,0.00946458915990309,0.946458915990309,0.00946458915990309,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,13,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,0.895351927727775,0.00895351927727775,0.895351927727775,0.00895351927727775,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,40,TRUE
"primary_controlled",1,13,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,0.81021204516256,0.00810212045162561,0.81021204516256,0.00810212045162561,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,65,TRUE
"primary_controlled",1,13,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,0.739240708141299,0.00739240708141299,0.739240708141299,0.00739240708141299,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,92,TRUE
"primary_controlled",1,13,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,0.86344323673066,0.0086344323673066,0.86344323673066,0.0086344323673066,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,71,TRUE
"primary_controlled",1,14,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.23114002533629,0.0123114002533629,1.23114002533629,0.0123114002533629,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,20,TRUE
"primary_controlled",1,14,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.16238398303761,0.0116238398303761,1.16238398303761,0.0116238398303761,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,34,TRUE
"primary_controlled",1,14,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.14443963611546,0.0114443963611546,1.14443963611546,0.0114443963611546,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,63,TRUE
"primary_controlled",1,14,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,0.98937169138484,0.00989371691384841,0.98937169138484,0.00989371691384841,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,95,TRUE
"primary_controlled",1,14,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,0.983016974725219,0.00983016974725219,0.983016974725218,0.00983016974725219,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,71,TRUE
"primary_controlled",1,15,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.44107959024394,0.0144107959024394,1.44107959024394,0.0144107959024394,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,20,TRUE
"primary_controlled",1,15,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.3820839027491,0.013820839027491,1.3820839027491,0.013820839027491,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,36,TRUE
"primary_controlled",1,15,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.30843225709358,0.0130843225709358,1.30843225709358,0.0130843225709358,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,72,TRUE
"primary_controlled",1,15,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.01908901949187,0.0101908901949187,1.01908901949187,0.0101908901949187,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,93,TRUE
"primary_controlled",1,15,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.30626568479578,0.0130626568479578,1.30626568479578,0.0130626568479578,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,73,TRUE
"primary_controlled",1,16,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.08119004182408,0.0108119004182408,1.08119004182408,0.0108119004182408,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,18,TRUE
"primary_controlled",1,16,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.10058825952503,0.0110058825952503,1.10058825952503,0.0110058825952503,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,38,TRUE
"primary_controlled",1,16,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.0357467639032,0.010357467639032,1.0357467639032,0.010357467639032,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,71,TRUE
"primary_controlled",1,16,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,0.777957906264461,0.00777957906264461,0.777957906264461,0.00777957906264461,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,98,TRUE
"primary_controlled",1,16,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.02893599544255,0.0102893599544255,1.02893599544255,0.0102893599544255,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,69,TRUE
"primary_controlled",1,17,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.67068057422676,0.0167068057422676,1.67068057422676,0.0167068057422676,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,18,TRUE
"primary_controlled",1,17,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.52406327545253,0.0152406327545253,1.52406327545253,0.0152406327545253,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,36,TRUE
"primary_controlled",1,17,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.34481879963584,0.0134481879963584,1.34481879963584,0.0134481879963584,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,67,TRUE
"primary_controlled",1,17,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.53717503531083,0.0153717503531083,1.53717503531083,0.0153717503531083,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,93,TRUE
"primary_controlled",1,17,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.4695948817526,0.014695948817526,1.4695948817526,0.014695948817526,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,72,TRUE
"primary_controlled",1,18,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.3290002276313,0.013290002276313,1.3290002276313,0.013290002276313,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,19,TRUE
"primary_controlled",1,18,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.18655540180574,0.0118655540180574,1.18655540180574,0.0118655540180574,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,37,TRUE
"primary_controlled",1,18,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.14488841730617,0.0114488841730617,1.14488841730617,0.0114488841730617,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,72,TRUE
"primary_controlled",1,18,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.0049634105818,0.010049634105818,1.0049634105818,0.010049634105818,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,92,TRUE
"primary_controlled",1,18,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,0.930283406023371,0.00930283406023371,0.930283406023371,0.00930283406023371,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,74,TRUE
"primary_controlled",1,19,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.57600914484199,0.0157600914484199,1.57600914484199,0.0157600914484199,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,16,TRUE
"primary_controlled",1,19,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.37696897845052,0.0137696897845052,1.37696897845052,0.0137696897845052,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,38,TRUE
"primary_controlled",1,19,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.30647555877053,0.0130647555877053,1.30647555877053,0.0130647555877053,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,68,TRUE
"primary_controlled",1,19,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.20062527266388,0.0120062527266389,1.20062527266388,0.0120062527266389,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,90,TRUE
"primary_controlled",1,19,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.22882635559076,0.0122882635559076,1.22882635559076,0.0122882635559076,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,66,TRUE
"primary_controlled",1,20,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.90631609590307,0.0190631609590307,1.90631609590307,0.0190631609590307,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,17,TRUE
"primary_controlled",1,20,100,20,"n=100, p=20","independent","sparsified","quantile_2",40,200,200,0.01,1.85279440550498,0.0185279440550498,1.85279440550498,0.0185279440550498,0.01,1e-08,100000,TRUE,0,1,200,40,40,"naive","legacy_arguments",0,0,38,TRUE
"primary_controlled",1,20,100,20,"n=100, p=20","independent","sparsified","quantile_4",80,200,200,0.01,1.88476988095135,0.0188476988095135,1.88476988095135,0.0188476988095135,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,63,TRUE
"primary_controlled",1,20,100,20,"n=100, p=20","independent","sparsified","quantile_8",160,200,200,0.01,1.81285942908142,0.0181285942908142,1.81285942908142,0.0181285942908142,0.01,1e-08,100000,TRUE,0,1,200,160,160,"naive","legacy_arguments",0,0,88,TRUE
"primary_controlled",1,20,100,20,"n=100, p=20","independent","sparsified","equal_width_4",80,200,200,0.01,1.7768216389212,0.017768216389212,1.7768216389212,0.017768216389212,0.01,1e-08,100000,TRUE,0,1,200,80,80,"naive","legacy_arguments",0,0,65,TRUE
"primary_controlled",1,21,100,20,"n=100, p=20","independent","original","original",20,200,200,0.01,1.39731076741797,0.0139731076741797,1.39731076741797,0.0139731076741797,0.01,1e-08,100000,TRUE,0,1,200,20,20,"naive","legacy_arguments",0,0,20,TRUE
