"path_specification","grid_index","lambda_fraction"
"sensitivity_dense_wide",54,0.399488019395417
"sensitivity_dense_wide",55,0.392631340170684
"sensitivity_dense_wide",56,0.38589234670299
"sensitivity_dense_wide",57,0.379269019073225
"sensitivity_dense_wide",58,0.372759372031494
"sensitivity_dense_wide",59,0.366361454402072
"sensitivity_dense_wide",60,0.360073348498562
"sensitivity_dense_wide",61,0.353893169549099
"sensitivity_dense_wide",62,0.347819065131413
"sensitivity_dense_wide",63,0.341849214617593
"sensitivity_dense_wide",64,0.335981828628378
"sensitivity_dense_wide",65,0.330215148496817
"sensitivity_dense_wide",66,0.324547445741133
"sensitivity_dense_wide",67,0.318977021546632
"sensitivity_dense_wide",68,0.313502206256511
"sensitivity_dense_wide",69,0.3081213588714
"sensitivity_dense_wide",70,0.302832866557495
"sensitivity_dense_wide",71,0.297635144163132
"sensitivity_dense_wide",72,0.292526633743665
"sensitivity_dense_wide",73,0.287505804094488
"sensitivity_dense_wide",74,0.282571150292083
"sensitivity_dense_wide",75,0.277721193242936
"sensitivity_dense_wide",76,0.272954479240201
"sensitivity_dense_wide",77,0.268269579527973
"sensitivity_dense_wide",78,0.263665089873036
"sensitivity_dense_wide",79,0.259139630143966
"sensitivity_dense_wide",80,0.254691843897454
"sensitivity_dense_wide",81,0.250320397971733
"sensitivity_dense_wide",82,0.246023982086978
"sensitivity_dense_wide",83,0.241801308452572
"sensitivity_dense_wide",84,0.237651111381107
"sensitivity_dense_wide",85,0.233572146909012
"sensitivity_dense_wide",86,0.229563192423691
"sensitivity_dense_wide",87,0.225623046297063
"sensitivity_dense_wide",88,0.221750527525393
"sensitivity_dense_wide",89,0.217944475375299
"sensitivity_dense_wide",90,0.214203749035838
"sensitivity_dense_wide",91,0.210527227276571
"sensitivity_dense_wide",92,0.206913808111479
"sensitivity_dense_wide",93,0.203362408468667
"sensitivity_dense_wide",94,0.199871963865725
"sensitivity_dense_wide",95,0.196441428090663
"sensitivity_dense_wide",96,0.193069772888325
"sensitivity_dense_wide",97,0.189755987652185
"sensitivity_dense_wide",98,0.18649907912143
"sensitivity_dense_wide",99,0.183298071083244
"sensitivity_dense_wide",100,0.180152004080202
"sensitivity_dense_wide",101,0.17705993512269
"sensitivity_dense_wide",102,0.174020937406248
"sensitivity_dense_wide",103,0.171034100033784
"sensitivity_dense_wide",104,0.168098527742536
"sensitivity_dense_wide",105,0.165213340635737
"sensitivity_dense_wide",106,0.162377673918872
"sensitivity_dense_wide",107,0.159590677640473
"sensitivity_dense_wide",108,0.156851516437355
"sensitivity_dense_wide",109,0.154159369284227
"sensitivity_dense_wide",110,0.151513429247605
"sensitivity_dense_wide",111,0.148912903243941
"sensitivity_dense_wide",112,0.146357011801908
"sensitivity_dense_wide",113,0.143844988828766
"sensitivity_dense_wide",114,0.141376081380736
"sensitivity_dense_wide",115,0.138949549437314
"sensitivity_dense_wide",116,0.136564665679461
"sensitivity_dense_wide",117,0.134220715271601
"sensitivity_dense_wide",118,0.131916995647357
"sensitivity_dense_wide",119,0.129652816298967
"sensitivity_dense_wide",120,0.127427498570313
"sensitivity_dense_wide",121,0.125240375453507
"sensitivity_dense_wide",122,0.12309079138896
"sensitivity_dense_wide",123,0.12097810206889
"sensitivity_dense_wide",124,0.118901674244199
"sensitivity_dense_wide",125,0.116860885534665
"sensitivity_dense_wide",126,0.114855124242394
"sensitivity_dense_wide",127,0.112883789168469
"sensitivity_dense_wide",128,0.110946289432752
"sensitivity_dense_wide",129,0.109042044296775
"sensitivity_dense_wide",130,0.107170482989671
"sensitivity_dense_wide",131,0.105331044537094
"sensitivity_dense_wide",132,0.103523177593074
"sensitivity_dense_wide",133,0.101746340274761
"sensitivity_dense_wide",134,0.1
"sensitivity_dense_wide",135,0.0982836333277003
"sensitivity_dense_wide",136,0.0965967258009384
"sensitivity_dense_wide",137,0.0949387717927583
"sensitivity_dense_wide",138,0.0933092743546167
"sensitivity_dense_wide",139,0.0917077450674293
"sensitivity_dense_wide",140,0.0901337038951743
"sensitivity_dense_wide",141,0.0885866790410083
"sensitivity_dense_wide",142,0.0870662068058513
"sensitivity_dense_wide",143,0.0855718314494001
"sensitivity_dense_wide",144,0.0841031050535261
"sensitivity_dense_wide",145,0.0826595873880181
"sensitivity_dense_wide",146,0.0812408457786297
"sensitivity_dense_wide",147,0.0798464549773909
"sensitivity_dense_wide",148,0.0784759970351461
"sensitivity_dense_wide",149,0.0771290611762799
"sensitivity_dense_wide",150,0.0758052436755926
"sensitivity_dense_wide",151,0.0745041477372891
"sensitivity_dense_wide",152,0.0732253833760453
"sensitivity_dense_wide",153,0.0719685673001152
"sensitivity_dense_wide",154,0.0707333227964444
"sensitivity_dense_wide",155,0.069519279617756
"sensitivity_dense_wide",156,0.068326073871574
"sensitivity_dense_wide",157,0.0671533479111514
"sensitivity_dense_wide",158,0.0660007502282709
"sensitivity_dense_wide",159,0.0648679353478851
"sensitivity_dense_wide",160,0.0637545637245651
"sensitivity_dense_wide",161,0.0626603016407265
"sensitivity_dense_wide",162,0.0615848211066026
"sensitivity_dense_wide",163,0.0605277997619335
"sensitivity_dense_wide",164,0.0594889207793433
"sensitivity_dense_wide",165,0.0584678727693759
"sensitivity_dense_wide",166,0.0574643496871597
"sensitivity_dense_wide",167,0.0564780507406755
"sensitivity_dense_wide",168,0.0555086803005981
"sensitivity_dense_wide",169,0.0545559478116852
"sensitivity_dense_wide",170,0.0536195677056882
"sensitivity_dense_wide",171,0.0526992593157566
"sensitivity_dense_wide",172,0.0517947467923121
"sensitivity_dense_wide",173,0.0509057590203668
"sensitivity_dense_wide",174,0.05003202953826
"sensitivity_dense_wide",175,0.0491732964577902
"sensitivity_dense_wide",176,0.0483293023857175
"sensitivity_dense_wide",177,0.0474997943466141
"sensitivity_dense_wide",178,0.0466845237070379
"sensitivity_dense_wide",179,0.0458832461010084
"sensitivity_dense_wide",180,0.0450957213567615
"sensitivity_dense_wide",181,0.0443217134247609
"sensitivity_dense_wide",182,0.0435609903069461
"sensitivity_dense_wide",183,0.0428133239871939
"sensitivity_dense_wide",184,0.042078490362974
"sensitivity_dense_wide",185,0.0413562691781771
"sensitivity_dense_wide",186,0.0406464439570963
"sensitivity_dense_wide",187,0.0399488019395417
"sensitivity_dense_wide",188,0.0392631340170684
"sensitivity_dense_wide",189,0.038589234670299
"sensitivity_dense_wide",190,0.0379269019073225
"sensitivity_dense_wide",191,0.0372759372031494
"sensitivity_dense_wide",192,0.0366361454402072
"sensitivity_dense_wide",193,0.0360073348498562
"sensitivity_dense_wide",194,0.0353893169549099
"sensitivity_dense_wide",195,0.0347819065131413
"sensitivity_dense_wide",196,0.0341849214617593
"sensitivity_dense_wide",197,0.0335981828628378
"sensitivity_dense_wide",198,0.0330215148496818
"sensitivity_dense_wide",199,0.0324547445741133
"sensitivity_dense_wide",200,0.0318977021546632
"sensitivity_dense_wide",201,0.0313502206256511
"sensitivity_dense_wide",202,0.03081213588714
"sensitivity_dense_wide",203,0.0302832866557495
"sensitivity_dense_wide",204,0.0297635144163132
"sensitivity_dense_wide",205,0.0292526633743664
"sensitivity_dense_wide",206,0.0287505804094488
"sensitivity_dense_wide",207,0.0282571150292083
"sensitivity_dense_wide",208,0.0277721193242935
"sensitivity_dense_wide",209,0.0272954479240201
"sensitivity_dense_wide",210,0.0268269579527973
"sensitivity_dense_wide",211,0.0263665089873036
"sensitivity_dense_wide",212,0.0259139630143966
"sensitivity_dense_wide",213,0.0254691843897454
"sensitivity_dense_wide",214,0.0250320397971732
"sensitivity_dense_wide",215,0.0246023982086978
"sensitivity_dense_wide",216,0.0241801308452572
"sensitivity_dense_wide",217,0.0237651111381107
"sensitivity_dense_wide",218,0.0233572146909012
"sensitivity_dense_wide",219,0.0229563192423691
"sensitivity_dense_wide",220,0.0225623046297063
"sensitivity_dense_wide",221,0.0221750527525393
"sensitivity_dense_wide",222,0.0217944475375299
"sensitivity_dense_wide",223,0.0214203749035838
"sensitivity_dense_wide",224,0.0210527227276571
"sensitivity_dense_wide",225,0.0206913808111479
"sensitivity_dense_wide",226,0.0203362408468667
"sensitivity_dense_wide",227,0.0199871963865725
"sensitivity_dense_wide",228,0.0196441428090663
"sensitivity_dense_wide",229,0.0193069772888325
"sensitivity_dense_wide",230,0.0189755987652185
"sensitivity_dense_wide",231,0.018649907912143
"sensitivity_dense_wide",232,0.0183298071083244
"sensitivity_dense_wide",233,0.0180152004080203
"sensitivity_dense_wide",234,0.017705993512269
"sensitivity_dense_wide",235,0.0174020937406249
"sensitivity_dense_wide",236,0.0171034100033784
"sensitivity_dense_wide",237,0.0168098527742536
"sensitivity_dense_wide",238,0.0165213340635737
"sensitivity_dense_wide",239,0.0162377673918872
"sensitivity_dense_wide",240,0.0159590677640473
"sensitivity_dense_wide",241,0.0156851516437355
"sensitivity_dense_wide",242,0.0154159369284227
"sensitivity_dense_wide",243,0.0151513429247605
"sensitivity_dense_wide",244,0.0148912903243941
"sensitivity_dense_wide",245,0.0146357011801908
"sensitivity_dense_wide",246,0.0143844988828766
"sensitivity_dense_wide",247,0.0141376081380736
"sensitivity_dense_wide",248,0.0138949549437314
"sensitivity_dense_wide",249,0.0136564665679461
"sensitivity_dense_wide",250,0.0134220715271601
"sensitivity_dense_wide",251,0.0131916995647357
"sensitivity_dense_wide",252,0.0129652816298967
"sensitivity_dense_wide",253,0.0127427498570313
"sensitivity_dense_wide",254,0.0125240375453507
"sensitivity_dense_wide",255,0.012309079138896
"sensitivity_dense_wide",256,0.012097810206889
"sensitivity_dense_wide",257,0.0118901674244199
"sensitivity_dense_wide",258,0.0116860885534665
"sensitivity_dense_wide",259,0.0114855124242394
"sensitivity_dense_wide",260,0.0112883789168469
"sensitivity_dense_wide",261,0.0110946289432752
"sensitivity_dense_wide",262,0.0109042044296775
"sensitivity_dense_wide",263,0.0107170482989671
"sensitivity_dense_wide",264,0.0105331044537094
"sensitivity_dense_wide",265,0.0103523177593074
"sensitivity_dense_wide",266,0.0101746340274761
"sensitivity_dense_wide",267,0.01
"sensitivity_dense_wide",268,0.00982836333277003
"sensitivity_dense_wide",269,0.00965967258009383
"sensitivity_dense_wide",270,0.00949387717927582
"sensitivity_dense_wide",271,0.00933092743546167
"sensitivity_dense_wide",272,0.00917077450674293
"sensitivity_dense_wide",273,0.00901337038951743
"sensitivity_dense_wide",274,0.00885866790410083
"sensitivity_dense_wide",275,0.00870662068058512
"sensitivity_dense_wide",276,0.00855718314494
"sensitivity_dense_wide",277,0.00841031050535261
"sensitivity_dense_wide",278,0.00826595873880181
"sensitivity_dense_wide",279,0.00812408457786297
"sensitivity_dense_wide",280,0.00798464549773909
"sensitivity_dense_wide",281,0.00784759970351461
"sensitivity_dense_wide",282,0.00771290611762799
"sensitivity_dense_wide",283,0.00758052436755926
"sensitivity_dense_wide",284,0.00745041477372891
"sensitivity_dense_wide",285,0.00732253833760453
"sensitivity_dense_wide",286,0.00719685673001152
"sensitivity_dense_wide",287,0.00707333227964444
"sensitivity_dense_wide",288,0.0069519279617756
"sensitivity_dense_wide",289,0.0068326073871574
"sensitivity_dense_wide",290,0.00671533479111514
"sensitivity_dense_wide",291,0.00660007502282709
"sensitivity_dense_wide",292,0.00648679353478851
"sensitivity_dense_wide",293,0.00637545637245651
"sensitivity_dense_wide",294,0.00626603016407265
"sensitivity_dense_wide",295,0.00615848211066026
"sensitivity_dense_wide",296,0.00605277997619335
"sensitivity_dense_wide",297,0.00594889207793433
"sensitivity_dense_wide",298,0.00584678727693759
"sensitivity_dense_wide",299,0.00574643496871597
"sensitivity_dense_wide",300,0.00564780507406755
"sensitivity_dense_wide",301,0.00555086803005981
"sensitivity_dense_wide",302,0.00545559478116852
"sensitivity_dense_wide",303,0.00536195677056882
"sensitivity_dense_wide",304,0.00526992593157566
"sensitivity_dense_wide",305,0.00517947467923121
"sensitivity_dense_wide",306,0.00509057590203668
"sensitivity_dense_wide",307,0.00500320295382601
"sensitivity_dense_wide",308,0.00491732964577902
"sensitivity_dense_wide",309,0.00483293023857175
"sensitivity_dense_wide",310,0.00474997943466141
"sensitivity_dense_wide",311,0.00466845237070379
"sensitivity_dense_wide",312,0.00458832461010084
"sensitivity_dense_wide",313,0.00450957213567615
"sensitivity_dense_wide",314,0.00443217134247609
"sensitivity_dense_wide",315,0.00435609903069461
"sensitivity_dense_wide",316,0.00428133239871939
"sensitivity_dense_wide",317,0.0042078490362974
"sensitivity_dense_wide",318,0.00413562691781771
"sensitivity_dense_wide",319,0.00406464439570963
"sensitivity_dense_wide",320,0.00399488019395417
"sensitivity_dense_wide",321,0.00392631340170684
"sensitivity_dense_wide",322,0.0038589234670299
"sensitivity_dense_wide",323,0.00379269019073225
"sensitivity_dense_wide",324,0.00372759372031494
"sensitivity_dense_wide",325,0.00366361454402072
"sensitivity_dense_wide",326,0.00360073348498562
"sensitivity_dense_wide",327,0.00353893169549099
"sensitivity_dense_wide",328,0.00347819065131413
"sensitivity_dense_wide",329,0.00341849214617593
"sensitivity_dense_wide",330,0.00335981828628378
"sensitivity_dense_wide",331,0.00330215148496818
"sensitivity_dense_wide",332,0.00324547445741133
"sensitivity_dense_wide",333,0.00318977021546632
"sensitivity_dense_wide",334,0.00313502206256512
"sensitivity_dense_wide",335,0.003081213588714
"sensitivity_dense_wide",336,0.00302832866557494
"sensitivity_dense_wide",337,0.00297635144163132
"sensitivity_dense_wide",338,0.00292526633743665
"sensitivity_dense_wide",339,0.00287505804094488
"sensitivity_dense_wide",340,0.00282571150292083
"sensitivity_dense_wide",341,0.00277721193242936
"sensitivity_dense_wide",342,0.00272954479240201
"sensitivity_dense_wide",343,0.00268269579527973
"sensitivity_dense_wide",344,0.00263665089873036
"sensitivity_dense_wide",345,0.00259139630143966
"sensitivity_dense_wide",346,0.00254691843897454
"sensitivity_dense_wide",347,0.00250320397971732
"sensitivity_dense_wide",348,0.00246023982086978
"sensitivity_dense_wide",349,0.00241801308452572
"sensitivity_dense_wide",350,0.00237651111381107
"sensitivity_dense_wide",351,0.00233572146909012
"sensitivity_dense_wide",352,0.00229563192423691
"sensitivity_dense_wide",353,0.00225623046297063
"sensitivity_dense_wide",354,0.00221750527525393
"sensitivity_dense_wide",355,0.00217944475375299
"sensitivity_dense_wide",356,0.00214203749035838
"sensitivity_dense_wide",357,0.00210527227276571
"sensitivity_dense_wide",358,0.00206913808111479
"sensitivity_dense_wide",359,0.00203362408468667
"sensitivity_dense_wide",360,0.00199871963865725
"sensitivity_dense_wide",361,0.00196441428090663
"sensitivity_dense_wide",362,0.00193069772888325
"sensitivity_dense_wide",363,0.00189755987652185
"sensitivity_dense_wide",364,0.0018649907912143
"sensitivity_dense_wide",365,0.00183298071083244
"sensitivity_dense_wide",366,0.00180152004080202
"sensitivity_dense_wide",367,0.0017705993512269
"sensitivity_dense_wide",368,0.00174020937406248
"sensitivity_dense_wide",369,0.00171034100033784
"sensitivity_dense_wide",370,0.00168098527742536
"sensitivity_dense_wide",371,0.00165213340635737
"sensitivity_dense_wide",372,0.00162377673918872
"sensitivity_dense_wide",373,0.00159590677640473
"sensitivity_dense_wide",374,0.00156851516437355
"sensitivity_dense_wide",375,0.00154159369284227
"sensitivity_dense_wide",376,0.00151513429247605
"sensitivity_dense_wide",377,0.00148912903243941
"sensitivity_dense_wide",378,0.00146357011801908
"sensitivity_dense_wide",379,0.00143844988828766
"sensitivity_dense_wide",380,0.00141376081380736
"sensitivity_dense_wide",381,0.00138949549437314
"sensitivity_dense_wide",382,0.00136564665679461
"sensitivity_dense_wide",383,0.00134220715271601
"sensitivity_dense_wide",384,0.00131916995647357
"sensitivity_dense_wide",385,0.00129652816298967
"sensitivity_dense_wide",386,0.00127427498570313
"sensitivity_dense_wide",387,0.00125240375453507
"sensitivity_dense_wide",388,0.0012309079138896
"sensitivity_dense_wide",389,0.0012097810206889
"sensitivity_dense_wide",390,0.00118901674244199
"sensitivity_dense_wide",391,0.00116860885534665
"sensitivity_dense_wide",392,0.00114855124242394
"sensitivity_dense_wide",393,0.00112883789168469
"sensitivity_dense_wide",394,0.00110946289432752
"sensitivity_dense_wide",395,0.00109042044296775
"sensitivity_dense_wide",396,0.00107170482989671
"sensitivity_dense_wide",397,0.00105331044537094
"sensitivity_dense_wide",398,0.00103523177593074
"sensitivity_dense_wide",399,0.00101746340274761
"sensitivity_dense_wide",400,0.001
